SessionID,UserID,DeviceType,Country,ReferralSource,session_start_time,session_end_time,session_duration_minutes,Purchased,home_flag,product_flag,cart_flag,checkout_flag,confirmation_flag,total_time_on_page_seconds,max_items_in_cart
session_209,user_2213,Desktop,Canada,Email,"2025-07-23 17:29:09","2025-07-23 17:35:39",6,1,1,1,1,1,1,529,2
session_210,user_1409,Mobile,USA,Google,"2025-01-04 10:20:09","2025-01-04 10:26:33",6,1,1,1,1,1,1,552,5
session_211,user_1179,Mobile,India,Direct,"2025-01-25 23:20:02","2025-01-25 23:21:25",1,0,1,1,0,0,0,218,0
session_212,user_2008,Desktop,UK,"Social Media","2025-08-03 11:36:16","2025-08-03 11:41:48",5,0,1,1,1,1,0,503,3
session_213,user_2980,Mobile,India,"Social Media","2025-01-16 10:53:01","2025-01-16 10:55:53",2,0,1,1,0,0,0,319,0
session_214,user_2257,Mobile,UK,Email,"2025-04-03 03:52:49","2025-04-03 03:52:49",0,0,1,0,0,0,0,102,0
session_215,user_2787,Tablet,Canada,Google,"2025-04-05 08:07:57","2025-04-05 08:10:43",2,0,1,1,1,0,0,189,4
session_216,user_1611,Tablet,France,Google,"2025-04-19 06:21:53","2025-04-19 06:28:40",6,1,1,1,1,1,1,532,2
session_217,user_1814,Tablet,France,Email,"2025-01-28 08:39:38","2025-01-28 08:44:16",4,1,1,1,1,1,1,313,5
session_218,user_2774,Mobile,UK,Email,"2025-05-22 20:41:14","2025-05-22 20:43:42",2,0,1,1,0,0,0,291,3
session_219,user_2987,Desktop,Germany,Email,"2025-02-24 23:10:13","2025-02-24 23:12:38",2,0,1,1,0,0,0,160,1
session_220,user_1827,Mobile,UK,"Social Media","2025-06-08 08:39:33","2025-06-08 08:40:38",1,0,1,1,0,0,0,231,0
session_221,user_2130,Desktop,Canada,Google,"2025-08-04 00:07:40","2025-08-04 00:08:48",1,0,1,1,0,0,0,223,2
session_222,user_1105,Mobile,France,Email,"2025-01-06 06:48:30","2025-01-06 06:48:30",0,0,1,0,0,0,0,147,0
session_223,user_2739,Desktop,UK,Google,"2025-03-13 12:58:59","2025-03-13 12:58:59",0,0,1,0,0,0,0,131,0
session_224,user_1644,Desktop,Australia,"Social Media","2025-07-18 21:53:18","2025-07-18 21:53:18",0,0,1,0,0,0,0,65,0
session_225,user_1845,Desktop,Australia,Direct,"2025-06-29 18:34:51","2025-06-29 18:40:32",5,1,1,1,1,1,1,412,3
session_226,user_1715,Tablet,India,"Social Media","2025-06-11 17:50:19","2025-06-11 17:53:13",2,0,1,1,0,0,0,303,3
session_227,user_2505,Mobile,USA,Direct,"2025-01-05 18:20:29","2025-01-05 18:22:24",1,0,1,1,0,0,0,226,1
session_228,user_1136,Desktop,UK,Google,"2025-01-29 03:50:53","2025-01-29 03:53:24",2,0,1,1,0,0,0,186,5
session_229,user_2465,Mobile,UK,"Social Media","2025-01-23 18:49:00","2025-01-23 18:49:00",0,0,1,0,0,0,0,35,0
session_230,user_1053,Mobile,France,Direct,"2025-06-20 22:08:41","2025-06-20 22:17:00",8,1,1,1,1,1,1,540,5
session_231,user_2894,Mobile,Germany,Direct,"2025-06-30 01:49:21","2025-06-30 01:49:21",0,0,1,0,0,0,0,144,0
session_232,user_2096,Mobile,Australia,Email,"2025-06-05 05:14:21","2025-06-05 05:14:21",0,0,1,0,0,0,0,79,0
session_233,user_2422,Desktop,Germany,Google,"2025-04-01 00:40:21","2025-04-01 00:40:21",0,0,1,0,0,0,0,161,0
session_234,user_2075,Tablet,UK,Direct,"2025-06-22 19:08:26","2025-06-22 19:08:26",0,0,1,0,0,0,0,132,0
session_235,user_1064,Tablet,India,"Social Media","2025-07-10 13:40:25","2025-07-10 13:41:07",0,0,1,1,0,0,0,127,0
session_236,user_1611,Mobile,USA,Google,"2025-03-14 01:35:41","2025-03-14 01:37:33",1,0,1,1,0,0,0,186,0
session_237,user_2354,Tablet,UK,Google,"2025-04-03 10:18:02","2025-04-03 10:19:17",1,0,1,1,0,0,0,237,0
session_238,user_1429,Tablet,Germany,"Social Media","2025-05-10 02:16:37","2025-05-10 02:21:03",4,0,1,1,1,0,0,421,3
session_239,user_1652,Mobile,UK,"Social Media","2025-08-04 10:46:29","2025-08-04 10:46:29",0,0,1,0,0,0,0,53,0
session_240,user_1400,Mobile,India,Google,"2025-06-10 16:22:48","2025-06-10 16:23:06",0,0,1,1,0,0,0,140,5
session_241,user_2055,Tablet,UK,Google,"2025-01-29 14:01:14","2025-01-29 14:03:23",2,0,1,1,0,0,0,174,5
session_242,user_2239,Desktop,UK,Email,"2025-02-03 11:14:30","2025-02-03 11:19:24",4,1,1,1,1,1,1,405,2
session_243,user_2150,Desktop,Germany,"Social Media","2025-06-07 17:28:28","2025-06-07 17:30:48",2,0,1,1,0,0,0,275,2
session_244,user_2719,Desktop,USA,Direct,"2025-04-21 06:48:53","2025-04-21 06:50:42",1,0,1,1,0,0,0,177,4
session_245,user_1643,Tablet,France,Google,"2025-07-03 06:53:53","2025-07-03 06:55:51",1,0,1,1,0,0,0,203,0
session_246,user_2239,Tablet,Germany,Email,"2025-01-17 04:22:09","2025-01-17 04:24:05",1,0,1,1,0,0,0,217,2
session_247,user_1171,Tablet,Canada,"Social Media","2025-05-10 18:11:39","2025-05-10 18:13:47",2,0,1,1,1,0,0,171,3
session_248,user_1611,Mobile,Canada,Direct,"2025-05-01 10:57:02","2025-05-01 10:57:02",0,0,1,0,0,0,0,100,0
session_249,user_1430,Mobile,UK,Direct,"2025-01-26 18:55:19","2025-01-26 18:57:26",2,0,1,1,0,0,0,173,0
session_250,user_2183,Desktop,France,"Social Media","2025-05-25 12:05:49","2025-05-25 12:10:39",4,1,1,1,1,1,1,470,3
session_251,user_2069,Desktop,Australia,Direct,"2025-02-16 14:10:59","2025-02-16 14:10:59",0,0,1,0,0,0,0,85,0
session_252,user_2257,Mobile,Canada,Google,"2025-07-26 01:21:50","2025-07-26 01:28:59",7,1,1,1,1,1,1,526,3
session_253,user_2814,Mobile,India,Email,"2025-08-26 16:28:39","2025-08-26 16:29:27",0,0,1,1,0,0,0,158,1
session_254,user_2447,Tablet,India,"Social Media","2025-08-09 05:19:32","2025-08-09 05:21:20",1,0,1,1,0,0,0,178,1
session_255,user_1849,Tablet,France,Google,"2025-07-19 11:38:29","2025-07-19 11:40:47",2,0,1,1,1,0,0,315,1
session_256,user_2794,Desktop,Canada,"Social Media","2025-02-11 16:02:59","2025-02-11 16:02:59",0,0,1,0,0,0,0,134,0
session_257,user_1977,Mobile,UK,"Social Media","2025-06-21 18:56:28","2025-06-21 18:59:28",3,0,1,1,0,0,0,352,5
session_258,user_2012,Desktop,UK,Direct,"2025-08-25 01:11:15","2025-08-25 01:12:20",1,0,1,1,0,0,0,232,0
session_259,user_2646,Desktop,USA,Google,"2025-06-23 14:09:59","2025-06-23 14:11:39",1,0,1,1,0,0,0,231,5
session_260,user_1068,Tablet,Australia,Direct,"2025-06-11 03:14:29","2025-06-11 03:16:51",2,0,1,1,1,0,0,250,0
session_261,user_1668,Mobile,Canada,Email,"2025-04-13 05:03:55","2025-04-13 05:03:55",0,0,1,0,0,0,0,124,0
session_262,user_1955,Desktop,Australia,"Social Media","2025-08-31 23:50:49","2025-08-31 23:51:09",0,0,1,1,0,0,0,109,0
session_263,user_1882,Tablet,UK,"Social Media","2025-04-02 17:41:42","2025-04-02 17:41:42",0,0,1,0,0,0,0,178,0
session_264,user_1321,Desktop,France,Google,"2025-04-10 18:17:03","2025-04-10 18:20:25",3,0,1,1,1,0,0,363,0
session_265,user_1645,Desktop,France,"Social Media","2025-04-01 06:24:56","2025-04-01 06:27:11",2,0,1,1,1,0,0,181,3
session_266,user_1009,Desktop,USA,"Social Media","2025-02-01 18:52:10","2025-02-01 18:54:03",1,0,1,1,0,0,0,135,0
session_267,user_1313,Desktop,Canada,Email,"2025-04-10 05:39:20","2025-04-10 05:41:34",2,0,1,1,0,0,0,156,1
session_268,user_1435,Tablet,France,Google,"2025-08-03 09:21:10","2025-08-03 09:22:33",1,0,1,1,0,0,0,193,1
session_269,user_1576,Desktop,Germany,Google,"2025-06-25 06:23:00","2025-06-25 06:25:50",2,0,1,1,0,0,0,336,5
session_270,user_1043,Desktop,Australia,Google,"2025-06-18 12:01:22","2025-06-18 12:01:47",0,0,1,1,0,0,0,186,0
session_271,user_2203,Tablet,Germany,"Social Media","2025-05-31 09:31:27","2025-05-31 09:33:55",2,0,1,1,1,0,0,196,4
session_272,user_1186,Mobile,USA,"Social Media","2025-03-16 01:04:22","2025-03-16 01:04:39",0,0,1,1,0,0,0,83,0
session_273,user_1803,Tablet,Germany,Google,"2025-01-09 18:43:16","2025-01-09 18:44:18",1,0,1,1,0,0,0,82,0
session_274,user_2649,Desktop,India,Google,"2025-08-24 00:11:38","2025-08-24 00:16:46",5,0,1,1,1,0,0,401,4
session_275,user_2030,Tablet,India,Email,"2025-04-18 10:51:20","2025-04-18 10:54:42",3,0,1,1,1,0,0,270,4
session_276,user_1208,Tablet,Canada,Email,"2025-02-21 03:07:59","2025-02-21 03:09:15",1,0,1,1,0,0,0,165,3
session_277,user_1749,Desktop,France,Google,"2025-02-01 19:09:39","2025-02-01 19:12:11",2,0,1,1,0,0,0,184,3
session_278,user_2894,Desktop,USA,Email,"2025-07-17 15:41:44","2025-07-17 15:41:44",0,0,1,0,0,0,0,180,0
session_279,user_2152,Tablet,Canada,Email,"2025-02-21 07:35:36","2025-02-21 07:42:20",6,1,1,1,1,1,1,433,1
session_280,user_2564,Desktop,Canada,Google,"2025-08-14 03:05:03","2025-08-14 03:11:27",6,1,1,1,1,1,1,442,3
session_281,user_2699,Desktop,India,Email,"2025-01-07 00:21:28","2025-01-07 00:25:16",3,0,1,1,1,0,0,288,3
session_282,user_2334,Desktop,France,Direct,"2025-02-20 20:24:15","2025-02-20 20:24:15",0,0,1,0,0,0,0,69,0
session_283,user_2964,Mobile,Germany,Direct,"2025-05-17 11:03:20","2025-05-17 11:06:06",2,0,1,1,0,0,0,231,0
session_284,user_2866,Desktop,France,Direct,"2025-04-12 18:30:06","2025-04-12 18:37:13",7,1,1,1,1,1,1,467,1
session_285,user_2577,Desktop,UK,"Social Media","2025-06-11 10:39:55","2025-06-11 10:41:38",1,0,1,1,0,0,0,250,3
session_286,user_1743,Mobile,Canada,Direct,"2025-08-16 06:31:57","2025-08-16 06:36:22",4,1,1,1,1,1,1,397,1
session_287,user_1429,Desktop,France,"Social Media","2025-05-09 13:10:19","2025-05-09 13:12:55",2,0,1,1,0,0,0,204,0
session_288,user_1913,Desktop,Canada,Email,"2025-08-29 21:57:47","2025-08-29 21:59:55",2,0,1,1,1,0,0,285,5
session_289,user_2848,Desktop,USA,Direct,"2025-07-24 06:49:08","2025-07-24 06:50:32",1,0,1,1,0,0,0,127,4
session_290,user_1345,Desktop,Canada,"Social Media","2025-07-15 00:05:05","2025-07-15 00:05:05",0,0,1,0,0,0,0,76,0
session_291,user_2948,Tablet,UK,"Social Media","2025-01-14 21:29:20","2025-01-14 21:31:32",2,0,1,1,0,0,0,239,0
session_292,user_1573,Mobile,Canada,Google,"2025-04-10 01:23:20","2025-04-10 01:23:20",0,0,1,0,0,0,0,154,0
session_293,user_1891,Desktop,USA,"Social Media","2025-04-26 12:25:32","2025-04-26 12:25:32",0,0,1,0,0,0,0,129,0
session_294,user_2547,Mobile,France,Email,"2025-07-26 20:32:09","2025-07-26 20:35:01",2,0,1,1,0,0,0,349,0
session_295,user_1874,Mobile,USA,Email,"2025-07-14 11:17:44","2025-07-14 11:19:36",1,0,1,1,0,0,0,175,0
session_296,user_1450,Tablet,USA,"Social Media","2025-07-27 14:28:15","2025-07-27 14:29:12",0,0,1,1,0,0,0,110,0
session_297,user_1666,Tablet,Germany,Email,"2025-03-28 01:19:54","2025-03-28 01:23:46",3,1,1,1,1,1,1,305,2
session_298,user_2501,Tablet,India,"Social Media","2025-05-01 10:47:34","2025-05-01 10:53:09",5,1,1,1,1,1,1,425,1
session_299,user_1167,Desktop,UK,Direct,"2025-07-18 21:46:31","2025-07-18 21:51:47",5,1,1,1,1,1,1,362,4
session_300,user_2761,Tablet,France,"Social Media","2025-08-21 00:22:57","2025-08-21 00:24:22",1,0,1,1,0,0,0,100,4
session_301,user_1345,Desktop,India,Direct,"2025-02-05 19:21:06","2025-02-05 19:21:06",0,0,1,0,0,0,0,111,0
session_302,user_1747,Tablet,France,Google,"2025-06-24 09:50:09","2025-06-24 09:53:01",2,0,1,1,0,0,0,342,1
session_303,user_2225,Tablet,USA,Email,"2025-01-05 20:13:35","2025-01-05 20:15:51",2,0,1,1,0,0,0,199,0
session_304,user_1877,Tablet,Germany,Direct,"2025-08-09 07:19:13","2025-08-09 07:26:14",7,1,1,1,1,1,1,517,1
session_305,user_2613,Mobile,France,"Social Media","2025-06-29 00:42:57","2025-06-29 00:44:38",1,0,1,1,0,0,0,151,1
session_306,user_2502,Tablet,Australia,Direct,"2025-02-04 20:08:57","2025-02-04 20:08:57",0,0,1,0,0,0,0,96,0
session_307,user_2097,Desktop,UK,"Social Media","2025-01-10 09:38:46","2025-01-10 09:39:08",0,0,1,1,0,0,0,80,1
session_308,user_2673,Tablet,UK,Google,"2025-07-04 16:58:42","2025-07-04 16:58:42",0,0,1,0,0,0,0,61,0
session_309,user_1565,Mobile,Australia,"Social Media","2025-07-09 11:39:10","2025-07-09 11:41:01",1,0,1,1,0,0,0,162,4
session_310,user_1736,Tablet,USA,"Social Media","2025-05-08 13:14:11","2025-05-08 13:19:47",5,1,1,1,1,1,1,466,3
session_311,user_1519,Mobile,Australia,Direct,"2025-03-28 13:28:03","2025-03-28 13:28:51",0,0,1,1,0,0,0,153,0
session_312,user_2966,Desktop,UK,"Social Media","2025-05-13 13:00:42","2025-05-13 13:01:30",0,0,1,1,0,0,0,128,0
session_313,user_2565,Tablet,Australia,Email,"2025-02-10 18:25:43","2025-02-10 18:32:58",7,1,1,1,1,1,1,601,2
session_314,user_1899,Mobile,Australia,Direct,"2025-03-08 02:01:50","2025-03-08 02:02:31",0,0,1,1,0,0,0,181,5
session_315,user_2527,Desktop,USA,Direct,"2025-07-20 12:42:25","2025-07-20 12:45:14",2,0,1,1,0,0,0,287,4
session_316,user_2967,Desktop,India,Google,"2025-02-05 13:10:59","2025-02-05 13:18:30",7,1,1,1,1,1,1,563,4
session_317,user_1341,Tablet,France,Direct,"2025-03-21 11:21:59","2025-03-21 11:27:57",5,1,1,1,1,1,1,505,3
session_318,user_2355,Tablet,Canada,Direct,"2025-03-20 15:24:05","2025-03-20 15:25:39",1,0,1,1,0,0,0,199,0
session_319,user_2610,Mobile,France,Direct,"2025-01-16 23:25:58","2025-01-16 23:34:21",8,1,1,1,1,1,1,679,5
session_320,user_1160,Desktop,Australia,Google,"2025-02-20 19:42:17","2025-02-20 19:44:46",2,0,1,1,0,0,0,314,1
session_321,user_1542,Mobile,India,Google,"2025-02-08 15:00:34","2025-02-08 15:06:05",5,1,1,1,1,1,1,432,3
session_322,user_2395,Tablet,Germany,Google,"2025-07-07 06:50:00","2025-07-07 06:52:06",2,0,1,1,0,0,0,290,2
session_323,user_2335,Desktop,UK,Direct,"2025-04-30 06:25:09","2025-04-30 06:26:45",1,0,1,1,0,0,0,228,0
session_324,user_1472,Tablet,India,"Social Media","2025-01-06 09:36:47","2025-01-06 09:43:41",6,1,1,1,1,1,1,457,3
session_325,user_1431,Mobile,Australia,Direct,"2025-03-23 20:12:41","2025-03-23 20:12:41",0,0,1,0,0,0,0,30,0
session_326,user_2862,Tablet,India,Direct,"2025-05-12 05:36:42","2025-05-12 05:37:45",1,0,1,1,0,0,0,191,0
session_327,user_1807,Mobile,Germany,Email,"2025-03-14 21:04:05","2025-03-14 21:09:33",5,1,1,1,1,1,1,463,2
session_328,user_2173,Tablet,USA,Google,"2025-08-17 22:01:39","2025-08-17 22:08:25",6,1,1,1,1,1,1,511,2
session_329,user_2983,Tablet,Germany,"Social Media","2025-02-03 00:41:50","2025-02-03 00:42:17",0,0,1,1,0,0,0,112,0
session_330,user_1403,Desktop,India,"Social Media","2025-05-02 14:46:58","2025-05-02 14:49:51",2,0,1,1,0,0,0,296,0
session_331,user_2579,Tablet,India,"Social Media","2025-06-21 01:24:37","2025-06-21 01:32:15",7,1,1,1,1,1,1,574,5
session_332,user_1849,Mobile,Canada,"Social Media","2025-04-30 21:32:31","2025-04-30 21:40:28",7,1,1,1,1,1,1,622,5
session_333,user_2197,Mobile,India,Direct,"2025-03-04 18:45:22","2025-03-04 18:45:53",0,0,1,1,0,0,0,70,5
session_334,user_1863,Tablet,Australia,"Social Media","2025-03-23 13:36:54","2025-03-23 13:39:38",2,0,1,1,0,0,0,279,5
session_335,user_2054,Tablet,India,Direct,"2025-07-19 11:36:04","2025-07-19 11:39:10",3,0,1,1,1,0,0,236,2
session_336,user_2741,Tablet,UK,Direct,"2025-08-04 17:11:37","2025-08-04 17:15:08",3,0,1,1,1,0,0,257,5
session_337,user_2336,Desktop,Australia,Google,"2025-01-03 09:03:34","2025-01-03 09:11:20",7,1,1,1,1,1,1,568,1
session_338,user_2368,Mobile,USA,Google,"2025-02-09 06:18:57","2025-02-09 06:23:54",4,0,1,1,1,0,0,322,5
session_339,user_1870,Mobile,USA,Google,"2025-08-29 17:26:11","2025-08-29 17:33:12",7,1,1,1,1,1,1,579,2
session_340,user_1807,Tablet,USA,Google,"2025-01-14 13:47:31","2025-01-14 13:49:47",2,0,1,1,0,0,0,219,3
session_341,user_1631,Mobile,Canada,Google,"2025-02-24 22:39:47","2025-02-24 22:40:38",0,0,1,1,0,0,0,108,0
session_342,user_2576,Tablet,India,Email,"2025-06-04 16:36:57","2025-06-04 16:39:14",2,0,1,1,0,0,0,168,2
session_343,user_2053,Mobile,USA,"Social Media","2025-03-14 12:05:59","2025-03-14 12:12:36",6,1,1,1,1,1,1,521,1
session_344,user_1511,Desktop,Germany,Direct,"2025-06-05 08:02:59","2025-06-05 08:07:04",4,0,1,1,1,1,0,274,1
session_345,user_2527,Tablet,France,Email,"2025-01-24 23:12:54","2025-01-24 23:13:51",0,0,1,1,0,0,0,80,0
session_346,user_2703,Tablet,France,Email,"2025-02-18 18:11:17","2025-02-18 18:14:16",2,0,1,1,0,0,0,299,1
session_347,user_2586,Mobile,UK,Email,"2025-08-31 20:13:24","2025-08-31 20:16:10",2,0,1,1,0,0,0,222,3
session_348,user_1472,Mobile,Canada,Google,"2025-08-10 01:36:44","2025-08-10 01:39:26",2,0,1,1,0,0,0,260,0
session_349,user_2107,Desktop,India,Email,"2025-07-15 10:20:05","2025-07-15 10:21:49",1,0,1,1,0,0,0,194,0
session_350,user_2491,Tablet,France,Google,"2025-06-19 14:32:09","2025-06-19 14:37:12",5,1,1,1,1,1,1,409,3
session_351,user_2874,Tablet,Australia,Direct,"2025-05-09 13:29:02","2025-05-09 13:31:10",2,0,1,1,0,0,0,155,5
session_352,user_1678,Desktop,India,Direct,"2025-03-21 02:18:43","2025-03-21 02:24:09",5,1,1,1,1,1,1,376,4
session_353,user_2066,Desktop,France,Google,"2025-08-11 13:59:58","2025-08-11 13:59:58",0,0,1,0,0,0,0,70,0
session_354,user_1904,Tablet,Canada,Google,"2025-05-21 17:19:17","2025-05-21 17:27:18",8,1,1,1,1,1,1,573,1
session_355,user_1663,Mobile,USA,"Social Media","2025-05-27 07:40:42","2025-05-27 07:47:31",6,1,1,1,1,1,1,553,3
session_356,user_1771,Desktop,Australia,Google,"2025-08-19 08:19:27","2025-08-19 08:24:59",5,0,1,1,1,1,0,372,2
session_357,user_1612,Mobile,UK,Email,"2025-01-29 20:20:26","2025-01-29 20:23:35",3,0,1,1,1,0,0,320,5
session_358,user_2901,Mobile,France,Google,"2025-04-26 16:59:47","2025-04-26 16:59:47",0,0,1,0,0,0,0,81,0
session_359,user_2113,Mobile,Canada,Google,"2025-07-03 19:56:18","2025-07-03 20:01:02",4,0,1,1,1,1,0,387,5
session_360,user_1764,Tablet,USA,Email,"2025-03-29 19:50:11","2025-03-29 19:50:50",0,0,1,1,0,0,0,166,1
session_361,user_2330,Tablet,India,"Social Media","2025-02-15 10:22:03","2025-02-15 10:25:14",3,0,1,1,1,0,0,333,2
session_362,user_2745,Desktop,UK,Direct,"2025-03-26 13:32:13","2025-03-26 13:32:13",0,0,1,0,0,0,0,15,0
session_363,user_2751,Desktop,India,"Social Media","2025-07-08 11:56:05","2025-07-08 11:58:14",2,0,1,1,0,0,0,235,4
session_364,user_2249,Desktop,Germany,"Social Media","2025-07-04 00:58:12","2025-07-04 00:58:12",0,0,1,0,0,0,0,167,0
session_365,user_2605,Desktop,UK,Direct,"2025-04-08 13:52:26","2025-04-08 13:53:37",1,0,1,1,0,0,0,173,3
session_366,user_1228,Mobile,UK,Email,"2025-01-21 09:07:41","2025-01-21 09:10:11",2,0,1,1,1,0,0,271,4
session_367,user_1564,Tablet,Canada,Email,"2025-03-21 02:58:55","2025-03-21 03:00:42",1,0,1,1,0,0,0,189,0
session_368,user_2339,Tablet,France,Email,"2025-03-30 03:22:54","2025-03-30 03:22:54",0,0,1,0,0,0,0,100,0
session_369,user_1374,Mobile,UK,Google,"2025-03-19 15:40:48","2025-03-19 15:40:48",0,0,1,0,0,0,0,68,0
session_370,user_2962,Desktop,Germany,"Social Media","2025-07-28 13:54:56","2025-07-28 13:54:56",0,0,1,0,0,0,0,87,0
session_371,user_2647,Mobile,USA,Direct,"2025-01-07 23:13:17","2025-01-07 23:15:55",2,0,1,1,0,0,0,320,0
session_372,user_2533,Tablet,Australia,Email,"2025-03-29 09:33:58","2025-03-29 09:36:47",2,0,1,1,0,0,0,318,0
session_373,user_2565,Desktop,USA,Email,"2025-06-06 17:46:30","2025-06-06 17:48:53",2,0,1,1,0,0,0,186,5
session_374,user_2552,Tablet,USA,"Social Media","2025-03-25 17:31:52","2025-03-25 17:32:09",0,0,1,1,0,0,0,195,3
session_375,user_1752,Mobile,USA,"Social Media","2025-03-12 03:08:52","2025-03-12 03:12:40",3,0,1,1,1,0,0,383,3
session_376,user_1060,Tablet,Germany,"Social Media","2025-06-26 18:41:13","2025-06-26 18:41:38",0,0,1,1,0,0,0,175,3
session_377,user_2108,Desktop,Australia,Google,"2025-06-20 04:55:36","2025-06-20 04:56:42",1,0,1,1,0,0,0,240,3
session_378,user_1083,Desktop,Canada,Direct,"2025-02-15 16:39:27","2025-02-15 16:41:18",1,0,1,1,1,0,0,211,0
session_379,user_1362,Mobile,Australia,Direct,"2025-01-13 14:59:47","2025-01-13 15:05:53",6,1,1,1,1,1,1,425,2
session_380,user_2868,Mobile,Canada,Google,"2025-08-09 18:07:22","2025-08-09 18:12:20",4,1,1,1,1,1,1,408,3
session_381,user_1781,Mobile,India,Google,"2025-04-04 08:58:57","2025-04-04 08:58:57",0,0,1,0,0,0,0,16,0
session_382,user_1735,Tablet,Australia,Google,"2025-03-01 02:08:35","2025-03-01 02:08:35",0,0,1,0,0,0,0,160,0
session_383,user_1085,Desktop,France,Direct,"2025-04-04 06:39:17","2025-04-04 06:39:35",0,0,1,1,0,0,0,65,3
session_384,user_2078,Mobile,UK,Email,"2025-02-28 23:59:10","2025-02-28 23:59:41",0,0,1,1,0,0,0,153,5
session_385,user_2821,Tablet,USA,Google,"2025-01-08 12:10:27","2025-01-08 12:11:42",1,0,1,1,0,0,0,126,3
session_386,user_2318,Mobile,Germany,Email,"2025-05-25 10:19:31","2025-05-25 10:20:01",0,0,1,1,0,0,0,46,3
session_387,user_1541,Mobile,Canada,Direct,"2025-08-30 14:23:54","2025-08-30 14:26:15",2,0,1,1,0,0,0,268,3
session_388,user_2845,Desktop,France,Email,"2025-08-17 05:44:34","2025-08-17 05:49:51",5,1,1,1,1,1,1,454,4
session_389,user_1667,Tablet,USA,Email,"2025-07-21 08:32:01","2025-07-21 08:32:01",0,0,1,0,0,0,0,128,0
session_390,user_2624,Tablet,UK,Google,"2025-07-18 00:19:15","2025-07-18 00:24:49",5,1,1,1,1,1,1,480,1
session_391,user_2774,Mobile,USA,Direct,"2025-03-07 20:19:46","2025-03-07 20:28:28",8,1,1,1,1,1,1,639,3
session_392,user_2495,Desktop,USA,Email,"2025-03-11 05:37:55","2025-03-11 05:40:20",2,0,1,1,0,0,0,272,5
session_393,user_2944,Mobile,Australia,Direct,"2025-07-05 08:30:23","2025-07-05 08:32:01",1,0,1,1,0,0,0,242,1
session_394,user_2831,Desktop,UK,"Social Media","2025-08-04 10:04:17","2025-08-04 10:07:43",3,0,1,1,1,0,0,364,2
session_395,user_1835,Desktop,Australia,Google,"2025-08-06 10:27:10","2025-08-06 10:31:27",4,0,1,1,1,1,0,293,3
session_396,user_1551,Desktop,Germany,Direct,"2025-04-10 15:23:04","2025-04-10 15:23:04",0,0,1,0,0,0,0,48,0
session_397,user_2848,Desktop,UK,Direct,"2025-06-16 04:52:30","2025-06-16 04:54:32",2,0,1,1,0,0,0,218,0
session_398,user_2970,Mobile,France,Email,"2025-07-26 10:35:15","2025-07-26 10:35:15",0,0,1,0,0,0,0,98,0
session_399,user_1913,Tablet,UK,Google,"2025-07-21 06:41:00","2025-07-21 06:43:48",2,0,1,1,0,0,0,251,1
session_400,user_2011,Tablet,Canada,Google,"2025-04-12 01:34:19","2025-04-12 01:35:24",1,0,1,1,0,0,0,238,5
session_401,user_1373,Tablet,UK,Direct,"2025-03-16 07:23:28","2025-03-16 07:27:49",4,1,1,1,1,1,1,328,5
session_402,user_1722,Tablet,India,Google,"2025-08-04 00:29:13","2025-08-04 00:34:32",5,1,1,1,1,1,1,435,4
session_403,user_2108,Desktop,Germany,Google,"2025-07-06 20:06:01","2025-07-06 20:09:32",3,0,1,1,1,0,0,267,0
session_404,user_1111,Tablet,France,Google,"2025-08-28 01:30:54","2025-08-28 01:32:56",2,0,1,1,0,0,0,293,4
session_405,user_2969,Desktop,USA,"Social Media","2025-03-29 14:09:03","2025-03-29 14:09:28",0,0,1,1,0,0,0,64,3
session_406,user_2807,Tablet,France,"Social Media","2025-07-14 05:01:17","2025-07-14 05:03:02",1,0,1,1,0,0,0,127,2
session_407,user_1909,Desktop,Germany,Email,"2025-06-15 04:34:55","2025-06-15 04:42:12",7,1,1,1,1,1,1,502,1
session_408,user_1743,Mobile,India,Google,"2025-02-27 07:51:15","2025-02-27 07:51:15",0,0,1,0,0,0,0,40,0
session_409,user_2729,Tablet,USA,"Social Media","2025-08-12 18:25:24","2025-08-12 18:25:44",0,0,1,1,0,0,0,159,1
session_410,user_2749,Tablet,Canada,Direct,"2025-03-01 11:30:43","2025-03-01 11:32:29",1,0,1,1,0,0,0,240,0
session_411,user_1171,Tablet,Australia,Email,"2025-01-24 06:36:27","2025-01-24 06:38:57",2,0,1,1,0,0,0,269,0
session_412,user_1852,Tablet,USA,"Social Media","2025-04-02 17:07:13","2025-04-02 17:10:08",2,0,1,1,0,0,0,257,2
session_413,user_2369,Mobile,Canada,Email,"2025-01-14 02:59:40","2025-01-14 03:00:57",1,0,1,1,0,0,0,191,0
session_414,user_1829,Desktop,Australia,Google,"2025-01-18 17:35:41","2025-01-18 17:41:19",5,1,1,1,1,1,1,405,1
session_415,user_1293,Tablet,France,Email,"2025-05-10 22:22:19","2025-05-10 22:25:27",3,0,1,1,1,0,0,205,4
session_416,user_2271,Desktop,Australia,Direct,"2025-04-30 05:33:32","2025-04-30 05:42:07",8,1,1,1,1,1,1,680,2
session_417,user_1632,Mobile,Canada,Direct,"2025-08-15 00:46:34","2025-08-15 00:46:51",0,0,1,1,0,0,0,92,0
session_418,user_1589,Mobile,USA,"Social Media","2025-01-23 20:36:40","2025-01-23 20:37:51",1,0,1,1,0,0,0,208,0
session_419,user_1138,Mobile,UK,Email,"2025-06-18 20:14:20","2025-06-18 20:21:45",7,1,1,1,1,1,1,607,2
